시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
남양주시,나라애견,20181004,,4,말소,20220701.0,031-521-3888,0.0,12209.0,경기도 남양주시 와부읍 수레로 **,경기도 남양주시 와부읍 덕소리 ***-** ,,,,,219073.296943968,453964.096528296,동물관련영업,0.0,000
남양주시,애견깍새,20151104,,4,말소,20220701.0,,0.0,12145.0,"경기도 남양주시 늘을*로 **-**, ***호 (호평동, 금강프라자)",경기도 남양주시 호평동 ***-* 금강프라자 ,,,,,221802.607795065,462011.535300025,동물관련영업,0.0,000
남양주시,애견마을,20120620,,4,말소,20220701.0,559-7018,0.0,,경기도 남양주시 오남읍 진건오남로 ***,경기도 남양주시 오남읍 오남리 ***-* ,,,,,218585.260301741,465000.155836981,동물관련영업,0.0,000
남양주시,VIP펫,20200730,,4,말소,20220701.0,,0.0,12203.0,"경기도 남양주시 와부읍 수레로 ***, *층",경기도 남양주시 와부읍 월문리 ***-* ,,,,,221346.444526799,455357.231723503,동물관련영업,0.0,000
남양주시,광릉내 애견,20200812,,4,말소,20220701.0,031-528-2737,0.0,12019.0,경기도 남양주시 진접읍 광릉내로**번길 *,경기도 남양주시 진접읍 팔야리 ***-** ,,,,,217931.29238574,471402.210779124,동물관련영업,0.0,000
남양주시,파파퍼피 DOG하우스,20200512,,4,말소,20220701.0,,0.0,12100.0,경기도 남양주시 불암로**번길 * (별내동),경기도 남양주시 별내동 ***-* ,,,,,209574.369244784,460683.706391163,동물관련영업,0.0,000
남양주시,The D왈G #,20190226,,4,말소,20220701.0,,0.0,12050.0,"경기도 남양주시 오남읍 진건오남로 ***-**, ***호 (신일해피트리아파트)",경기도 남양주시 오남읍 오남리 *** 신일상가 ***호,,,,,218706.555928941,464110.912732832,동물관련영업,0.0,000
남양주시,홍지연애견샵,20190130,,4,말소,20220701.0,,0.0,12126.0,경기도 남양주시 퇴계원면 경춘북로 ***,경기도 남양주시 퇴계원읍 퇴계원리 ***-** ,,,,,212411.0,460536.0,동물관련영업,0.0,000
남양주시,아마레펫,20201008,,4,말소,20220701.0,,0.0,12284.0,"경기도 남양주시 다산지금로***번길 **, 다산신안인스빌퍼스트포레 ***호 (다산동)",경기도 남양주시 다산동 **** 다산신안인스빌퍼스트포레 ***호,,,,,,,동물관련영업,0.0,000
남양주시,쌀강아지,20200115,,4,말소,20220701.0,,0.0,12248.0,"경기도 남양주시 다산중앙로***번길 **-**, 맥스타워 ***호 (다산동)",경기도 남양주시 다산동 ****-* 맥스타워 ***호,,,,,,,동물관련영업,0.0,000
남양주시,해피동물병원,20180917,,4,말소,20220701.0,031-521-7573,0.0,12274.0,"경기도 남양주시 와부읍 덕소로 ***, *층",경기도 남양주시 와부읍 도곡리 ***-** ,,,,,219398.585326319,453043.196953524,동물관련영업,0.0,000
남양주시,강아지야,20181101,,4,말소,20220701.0,031-575-3551,0.0,12050.0,"경기도 남양주시 오남읍 진건오남로 ***-**, *층 *호",경기도 남양주시 오남읍 오남리 ***-* ,,,,,218517.042977512,464114.946878009,동물관련영업,0.0,000
남양주시,럭스펫 강아지 고양이 남양주점,20211101,,4,말소,20220701.0,,0.0,12285.0,"경기도 남양주시 다산중앙로**번길 **-**, 다산진건지구 F*-*-* *층 *호 (다산동)",경기도 남양주시 다산동 ****-* 다산진건지구 F*-*-* ,,,,,,,동물관련영업,0.0,000
남양주시,이쁜강아지,20210430,,4,말소,20220701.0,,0.0,12120.0,"경기도 남양주시 퇴계원읍 퇴계원로 **, 도원빌딩",경기도 남양주시 퇴계원읍 퇴계원리 ***-* 도원빌딩 ,,,,,212535.349371158,461224.560326652,동물관련영업,0.0,000
남양주시,펫택시,20220405,,4,말소,20220701.0,,0.0,12050.0,"경기도 남양주시 오남읍 진건오남로 ***-**, ***동 ****호 (신일해피트리아파트)",경기도 남양주시 오남읍 오남리 *** 신일해피트리아파트 ,,,,,218888.43770472,464068.573952126,동물관련영업,0.0,000
남양주시,내셔널 프로텍트 K-9 탐지견센터,20200205,,4,말소,20220701.0,,0.0,12243.0,경기도 남양주시 일패로**번길 ** (일패동),경기도 남양주시 일패동 ***-* ,,,,,215164.559932091,457913.800684374,동물관련영업,0.0,L00
남양주시,별내동물병원,20180927,,4,말소,20220701.0,031-575-0059,0.0,12111.0,"경기도 남양주시 별내중앙로 **, ****동 **호 (별내동, 동익미라벨)",경기도 남양주시 별내동 **** 동익미라벨 ****동 **호,,,,,210693.015550078,460817.536658798,동물관련영업,0.0,000
남양주시,사랑하개 다산점,20200804,,4,말소,20220701.0,,0.0,12248.0,"경기도 남양주시 다산순환로 ***-**, ***호 (다산동)",경기도 남양주시 다산동 ****-* ***호,,,,,,,동물관련영업,0.0,000
남양주시,리드펫,20210326,,4,말소,20220701.0,,0.0,12285.0,"경기도 남양주시 다산중앙로**번길 **-**, ***호 (다산동)",경기도 남양주시 다산동 ****-* ,,,,,,,동물관련영업,0.0,000
남양주시,동인동물병원,20181001,,4,말소,20220701.0,031-592-8275,0.0,12147.0,"경기도 남양주시 호평로 **, *층 (호평동)",경기도 남양주시 호평동 ***-* *층 ,,,,,221728.75572166,461572.841177283,동물관련영업,0.0,000
남양주시,개깎는중,20181002,,4,말소,20220701.0,031-559-0045,0.0,12218.0,"경기도 남양주시 경춘로****번길 *-*, 대명아파트 ***호 (평내동)",경기도 남양주시 평내동 ***-* 대명아파트 ***호,,,,,221098.293398574,460821.239605573,동물관련영업,0.0,000
남양주시,하리네쉼터,20200121,,4,말소,20220701.0,,0.0,12269.0,"경기도 남양주시 와부읍 석실로 **-**, *층",경기도 남양주시 와부읍 도곡리 ***-* ,,,,,220171.795759155,452789.306545481,동물관련영업,0.0,000
남양주시,디어마이퍼피,20180927,,4,말소,20220701.0,,0.0,12097.0,"경기도 남양주시 덕송*로*번길 **, *층 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,210171.158211359,462631.189454646,동물관련영업,0.0,000
남양주시,도기 Doggie,20211104,,4,말소,20220701.0,,0.0,12184.0,"경기도 남양주시 화도읍 수레로****번길 **-*, 병권빌딩 *층",경기도 남양주시 화도읍 창현리 ***-* 병권빌딩 ,,,,,226732.714984598,460887.810043429,동물관련영업,0.0,000
남양주시,탑동물병원,20180914,,4,말소,20220701.0,031-553-7585,0.0,12252.0,"경기도 남양주시 도농로 **, 부영사랑으로아파트 상가 ***호 (다산동)",경기도 남양주시 다산동 **** 부영사랑으로아파트 상가 ***호,,,,,213667.916235228,456523.538426254,동물관련영업,0.0,000
남양주시,엔피디,20121129,,4,말소,20220701.0,031-577-4189,0.0,,경기도 남양주시 와부읍 경강로***번길 *,경기도 남양주시 와부읍 팔당리 *** ,,,,,220833.219814198,450437.788088855,동물관련영업,0.0,000
남양주시,지니독,20130128,,4,말소,20220701.0,,0.0,12205.0,"경기도 남양주시 와부읍 수레로*번길 **, *층 ***호",경기도 남양주시 와부읍 덕소리 *** ***호,,,,,218735.053083272,453965.080625337,동물관련영업,0.0,000
남양주시,개쌀롱,20180928,,4,말소,20220701.0,,0.0,12150.0,"경기도 남양주시 호평로**번길 **, ***호 (호평동, CH리베로*)",경기도 남양주시 호평동 ***-* CH리베로* ***호,,,,,221860.512246342,461332.537334877,동물관련영업,0.0,000
남양주시,우리개(woorigae),20210425,,4,말소,20220701.0,,0.0,12105.0,"경기도 남양주시 두물로**번길 **, ***호 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,211111.455,461658.18,동물관련영업,0.0,000
남양주시,멍블랑,20201216,,4,말소,20220701.0,,0.0,12158.0,"경기도 남양주시 화도읍 비룡로 ***-**, 상가동 ***호 (삼신푸른솔아파트)",경기도 남양주시 화도읍 묵현리 ***-* 삼신푸른솔아파트 ,,,,,226428.657817384,462879.02425604,동물관련영업,0.0,000
남양주시,한스켄넬,20131112,,4,말소,20220701.0,031-573-9354,0.0,,경기도 남양주시 진건읍 양진로 ***,경기도 남양주시 진건읍 진관리 **-** ,,,,,215132.018418268,461334.801550902,동물관련영업,0.0,000
남양주시,하리네쉼터,20210324,,4,말소,20220701.0,,0.0,12269.0,"경기도 남양주시 와부읍 석실로 **-**, *층",경기도 남양주시 와부읍 도곡리 ***-* ,,,,,220171.795759155,452789.306545481,동물관련영업,0.0,000
남양주시,루이네 미장원,20191030,,4,말소,20220701.0,,0.0,12105.0,"경기도 남양주시 두물로**번길 **, ***호 (별내동)",경기도 남양주시 별내동 ***-* ***호,,,,,211284.955423818,461867.576882151,동물관련영업,0.0,000
남양주시,개냥이,20160826,,4,말소,20220701.0,,0.0,12089.0,경기도 남양주시 별내면 청학로 ***,경기도 남양주시 별내면 청학리 ***-* ,,,,,210102.100329612,467282.199474665,동물관련영업,0.0,000
남양주시,자연앤동물병원 미용실,20190523,,4,말소,20220701.0,031-994-7599,0.0,12248.0,"경기도 남양주시 다산중앙로 ***, ***호 (다산동)",경기도 남양주시 다산동 ****-* ***호,,,,,,,동물관련영업,0.0,000
남양주시,브라더펫,20181023,,4,말소,20220701.0,031-575-4531,0.0,12102.0,"경기도 남양주시 별내*로*번길 *-**, *층 (별내동)",경기도 남양주시 별내동 ****-* ,,,,,210038.48330704,460900.660499996,동물관련영업,0.0,000
남양주시,올리스 남양주별내점,20210910,,4,말소,20220701.0,,0.0,12106.0,"경기도 남양주시 순화궁로 ***, 별내역 파라곤스퀘어 (별내동)",경기도 남양주시 별내동 ***-* 별내역 파라곤스퀘어 *동 **호,,,,,,,동물관련영업,0.0,000
남양주시,멍멍's 패밀리,20180611,,4,말소,20220701.0,,0.0,12126.0,경기도 남양주시 퇴계원면 경춘북로 ***,경기도 남양주시 퇴계원읍 퇴계원리 ***-* ,,,,,212713.189890762,460618.351974001,동물관련영업,0.0,000
남양주시,더 데일리 펫샵,20181002,,4,말소,20220701.0,031-527-8245,0.0,12102.0,"경기도 남양주시 별내*로*번길 **, *층 (별내동)",경기도 남양주시 별내동 **** ,,,,,209927.553476481,461002.771199973,동물관련영업,0.0,000
남양주시,엘라 유치원,20220406,,4,말소,20220701.0,,0.0,12097.0,"경기도 남양주시 덕송*로 **-*, *층 *호 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,210396.174605099,462826.523405145,동물관련영업,0.0,000
남양주시,코코스퀘어,20201103,,4,말소,20220701.0,02-6245-0001,0.0,12248.0,"경기도 남양주시 다산순환로 **, 현대프리미엄 아웃렛 스페이스원 space B ***호 (다산동)",경기도 남양주시 다산동 **** 현대프리미엄 아웃렛 스페이스원 space B ***호,,,,,,,동물관련영업,0.0,L00
남양주시,빛나개살롱,20210514,,4,말소,20220701.0,,0.0,12169.0,"경기도 남양주시 화도읍 먹갓로 **, 새마을상가 ***,***호",경기도 남양주시 화도읍 묵현리 ***-* 새마을상가 ,,,,,224128.996348557,461696.057776146,동물관련영업,0.0,000
남양주시,LIKE FRISE,20210511,,4,말소,20220701.0,,0.0,12184.0,"경기도 남양주시 화도읍 경춘로****번길 **-*, 다올채 ***호",경기도 남양주시 화도읍 창현리 ***-* 다올채 ,,,,,226601.443165699,460989.728342894,동물관련영업,0.0,000
남양주시,댕댕몽 애견샵,20190602,,4,말소,20220701.0,,0.0,12102.0,"경기도 남양주시 별내*로*번길 *-**, ***호 (별내동)",경기도 남양주시 별내동 ****-* ***호,,,,,210002.538125574,460956.797915741,동물관련영업,0.0,000
남양주시,복실이이발소,20181017,,4,말소,20220701.0,,0.0,12105.0,"경기도 남양주시 두물로**번길 **-**, *층 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,211067.830563874,461851.306378096,동물관련영업,0.0,000
남양주시,댕댕이 커트방,20211006,,4,말소,20220701.0,,0.0,12066.0,경기도 남양주시 진접읍 해밀예당*로 **-**,경기도 남양주시 진접읍 금곡리 ****-* ,,,,,216545.111267521,467771.437598811,동물관련영업,0.0,000
남양주시,사랑동물병원,20130419,,4,말소,20220701.0,031-848-8575,0.0,12084.0,경기도 남양주시 별내면 청학로**번길 **,,,,,,210469.0,467363.0,동물관련영업,0.0,000
남양주시,별내고양이분양 나비캣,20190916,,4,말소,20220701.0,,0.0,12112.0,"경기도 남양주시 별내중앙로 **, 은가비 ***호 (별내동)",경기도 남양주시 별내동 ****-* 은가비 ***호,,,,,210828.82615999,460527.421568033,동물관련영업,0.0,000
남양주시,쁘띠독,20200416,,4,말소,20220701.0,,0.0,12097.0,"경기도 남양주시 덕송*로*번길 **-**, *층 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,210193.635613073,462551.327602786,동물관련영업,0.0,000
남양주시,플레이독 남양주점,20200819,,4,말소,20220701.0,,0.0,12097.0,"경기도 남양주시 덕송*로*번길 *-**, ***호 (별내동)",경기도 남양주시 별내동 ***-* ***호,,,,,210052.613728907,462530.35065662,동물관련영업,0.0,000
남양주시,화도동물병원,20180601,,4,말소,20220701.0,031-594-7562,0.0,12169.0,"경기도 남양주시 화도읍 먹갓로 *, 아베뉴빌딩 ***호",경기도 남양주시 화도읍 묵현리 ***-* ,,,,,224179.441231764,461379.25487867,동물관련영업,0.0,000
남양주시,애완견 돌봄원,20211227,,4,말소,20220701.0,,0.0,12132.0,"경기도 남양주시 진건읍 진건오남로***번길 *, 세아아파트 상가동 ***호",경기도 남양주시 진건읍 용정리 ***-* 세아아파트 ,,,,,215564.639204019,462075.140362992,동물관련영업,0.0,000
남양주시,여기있어 고양이,20220112,,4,말소,20220701.0,,0.0,12202.0,"경기도 남양주시 와부읍 수레로 ***, ***,***호",경기도 남양주시 와부읍 월문리 *** ,,,,,223147.481310834,456490.13407209,동물관련영업,0.0,000
남양주시,주견야DOG,20180831,,4,말소,20220701.0,,0.0,12020.0,경기도 남양주시 진접읍 광릉내로 **,경기도 남양주시 진접읍 부평리 ***-* ,,,,,217366.28710075,470980.145283964,동물관련영업,0.0,000
남양주시,강아지를 부탁해,20180912,,4,말소,20220701.0,,0.0,12175.0,"경기도 남양주시 화도읍 마석로**번길 *, ***호",경기도 남양주시 화도읍 마석우리 ***-* ,,,,,226891.701296904,461698.560892214,동물관련영업,0.0,000
남양주시,요기독 강아지분양 고양이분양 남양주점,20210907,,4,말소,20220701.0,,0.0,12102.0,"경기도 남양주시 별내*로*번길 **, ***호 (별내동)",경기도 남양주시 별내동 ****-** ,,,,,209909.067641886,460972.586030789,동물관련영업,0.0,000
남양주시,멍스터치,20191004,,4,말소,20220701.0,,0.0,12144.0,"경기도 남양주시 늘을*로 **, 호평마을대주파크빌 상가 ***호 (호평동)",경기도 남양주시 호평동 *** 호평마을대주파크빌 상가 ***호,,,,,221604.447907624,462148.035534543,동물관련영업,0.0,000
남양주시,모여라 애견미용,20200807,,4,말소,20220701.0,,0.0,12036.0,"경기도 남양주시 오남읍 진건오남로 ***, 양지빌딩 *층",경기도 남양주시 오남읍 양지리 ** 양지빌딩 ,,,,,217840.368392488,466207.206360525,동물관련영업,0.0,000
남양주시,저스틴 멍멍,20210518,,4,말소,20220701.0,031-555-8895,0.0,12285.0,"경기도 남양주시 다산중앙로***번길 **-*, 거성프라자 ***호 (다산동)",경기도 남양주시 다산동 **** ,,,,,,,동물관련영업,0.0,000
남양주시,한울타리펫브리더스영농조합법인,20170306,,4,말소,20220701.0,,0.0,,,"경기도 남양주시 와부읍 월문리 ***-* *,*층 ",,,,,221346.444526799,455357.231723503,동물관련영업,0.0,L00
남양주시,로얄수족관,20140819,,4,말소,20220701.0,,0.0,12256.0,"경기도 남양주시 도농로 ** (다산동, 부영애시앙)","경기도 남양주시 다산동 ****-** 부영애시앙, 이마트 내 ",,,,,213941.170509698,456267.182532575,동물관련영업,0.0,000
남양주시,개똥이네 붕붕카,20220211,,4,말소,20220701.0,,0.0,12044.0,"경기도 남양주시 오남읍 진건오남로 ***-**, 애플하우스 ***호",경기도 남양주시 오남읍 오남리 ***-** ,,,,,217827.141561207,466034.040078464,동물관련영업,0.0,000
남양주시,아쿠아플러스(주) 진접점,20120821,,4,말소,20220701.0,031-570-8000,0.0,12008.0,"경기도 남양주시 진접읍 금강로 ****, 홈플러스",경기도 남양주시 진접읍 장현리 ***-* 홈플러스 ,,,,,216587.285919176,468805.572134094,동물관련영업,0.0,L00
남양주시,사랑하개,20210607,,4,말소,20220701.0,,0.0,12252.0,"경기도 남양주시 미금로**번길 **, 지하*층 (다산동)",경기도 남양주시 다산동 ****-* ,,,,,213579.614919587,456390.725703492,동물관련영업,0.0,000
남양주시,비쇼네다산점,20210526,,4,말소,20220701.0,031-8034-5313,0.0,12248.0,"경기도 남양주시 다산중앙로 ***, ***호 (다산동, 다산자이 아이비플레이스)",경기도 남양주시 다산동 **** 다산자이 아이비플레이스 ,,,,,,,동물관련영업,0.0,L00
남양주시,한울타리펫브리더스 영농조합법인,20170306,,4,말소,20220701.0,,0.0,12203.0,"경기도 남양주시 와부읍 수레로 ***, *층",경기도 남양주시 와부읍 월문리 ***-* ,,,,,221346.444526799,455357.231723503,동물관련영업,0.0,L00
남양주시,애니멀 하우스,20210729,,4,말소,20220701.0,,0.0,12047.0,"경기도 남양주시 오남읍 양지로***번길 **, *동 A호",경기도 남양주시 오남읍 양지리 ***-* ,,,,,,,동물관련영업,0.0,000
남양주시,이리온,20181002,,4,말소,20220701.0,031-575-9725,0.0,12008.0,"경기도 남양주시 진접읍 해밀예당*로 ***, 왕숙천빌딩 다동 *층",경기도 남양주시 진접읍 장현리 ***-* 왕숙천빌딩 ,,,,,216844.471390465,468923.900973137,동물관련영업,0.0,000
남양주시,이쁜강아지,20190215,,4,말소,20220701.0,,0.0,12119.0,경기도 남양주시 퇴계원면 퇴계원로 **,경기도 남양주시 퇴계원읍 퇴계원리 ***-* ,,,,,212591.158121878,461265.416597023,동물관련영업,0.0,000
남양주시,토이스퍼피앤조이,20181011,,4,말소,20220701.0,031-571-9970,0.0,12105.0,"경기도 남양주시 두물로**번길 **, *층 (별내동)",경기도 남양주시 별내동 ***-* ,,,,,211151.178575153,461637.08268931,동물관련영업,0.0,000
남양주시,온사이드,20190514,,4,말소,20220701.0,,0.0,12121.0,"경기도 남양주시 퇴계원면 별내*로 ***-**, *층",경기도 남양주시 퇴계원읍 퇴계원리 ***-** ,,,,,212077.0,460570.0,동물관련영업,0.0,000
남양주시,너와펫,20151207,,4,말소,20220701.0,031-559-8673,0.0,12149.0,"경기도 남양주시 호평로 ** (호평동, 두산위브파크 ***-*, ***-*)","경기도 남양주시 호평동 *** 두산위브파크 ***-*, ***-* ",,,,,221377.152109608,461571.455288391,동물관련영업,0.0,000
남양주시,멍멍'S 패밀리,20141007,,4,말소,20220701.0,031-527-6006,0.0,12126.0,경기도 남양주시 퇴계원면 경춘북로 ***,경기도 남양주시 퇴계원읍 퇴계원리 ***-* ,,,,,212713.189890762,460618.351974001,동물관련영업,0.0,000
남양주시,레오펫샵,20210930,,4,말소,20220701.0,031-523-3987,0.0,12059.0,경기도 남양주시 진접읍 경복대로 ***,경기도 남양주시 진접읍 금곡리 **** ,,,,,217783.785291999,468586.15640244,동물관련영업,0.0,000
남양주시,Mr.Vet동물병원,20181031,,4,말소,20220701.0,031-577-7555,0.0,12214.0,"경기도 남양주시 와부읍 덕소로 ***-*, *층 ***호 (대영주택)",경기도 남양주시 와부읍 덕소리 ***-** 대영주택 ***호,,,,,218755.244955016,453456.627140319,동물관련영업,0.0,000
남양주시,펫브리지 주식회사,20191101,,4,말소,20220701.0,,0.0,12229.0,"경기도 남양주시 평내로 **, ****동 ****호 (평내동, 평내마을주공아파트)",경기도 남양주시 평내동 *** 평내마을주공아파트 ****동 ****호,,,,,220494.018068361,459822.811346289,동물관련영업,0.0,L00
남양주시,듀펫엔까까미용,20210629,,4,말소,20220701.0,031-575-9304,0.0,12138.0,경기도 남양주시 진건읍 진건오남로 **,경기도 남양주시 진건읍 용정리 ***-** ,,,,,215742.985350815,461484.372634176,동물관련영업,0.0,000
남양주시,그루밍독,20180629,,4,말소,20220701.0,031-566-4522,0.0,12253.0,"경기도 남양주시 미금로**번길 **, *층 (다산동)",경기도 남양주시 다산동 ****-** *층 ,,,,,213325.139785203,456291.762252083,동물관련영업,0.0,000
남양주시,카페 니블,20190927,,4,말소,20220701.0,070-8754-5757,0.0,12285.0,"경기도 남양주시 다산순환로 ***-**, 다산진건지구 F*-**-* ***호 (다산동)",경기도 남양주시 다산동 ****-* 다산진건지구 F*-**-* ***호,,,,,,,동물관련영업,0.0,000
남양주시,코니 아일랜드 (YJ 컴퍼니),20211018,,4,말소,20220701.0,,0.0,12193.0,경기도 남양주시 화도읍 북한강로 ****,경기도 남양주시 화도읍 금남리 ***-* ,,,,,232459.160062968,461300.7002199,동물관련영업,0.0,000
남양주시,나라애견,20181004,,4,말소,20220701.0,031-521-3888,0.0,12209.0,경기도 남양주시 와부읍 수레로 **,경기도 남양주시 와부읍 덕소리 ***-** ,,,,,219073.296943968,453964.096528296,동물관련영업,0.0,000
남양주시,이소퍼피 강아지 남양주점,20200218,,4,말소,20220701.0,,0.0,12223.0,"경기도 남양주시 경춘로****번안길 **, *층 (평내동)",경기도 남양주시 평내동 ***-** *층 ,,,,,220794.413320865,460454.704930691,동물관련영업,0.0,000
남양주시,카페 밸런스,20190220,,4,말소,20220701.0,,0.0,12158.0,경기도 남양주시 화도읍 비룡로***번길 **,경기도 남양주시 화도읍 묵현리 ***-* ,,,,,226197.999613984,462394.200468836,동물관련영업,0.0,000
남양주시,(주)밀레펫,20120827,,4,말소,20220701.0,031-590-1234,0.0,12149.0,"경기도 남양주시 늘을*로 **, 남양주 호평이마트 (호평동)",경기도 남양주시 호평동 *** 남양주 호평이마트 ,,,,,221378.987723763,461433.576798678,동물관련영업,0.0,L00
남양주시,봉봉,20180820,,4,말소,20220701.0,031-577-7373,0.0,12207.0,"경기도 남양주시 와부읍 수레로***번길 **, *층",경기도 남양주시 와부읍 덕소리 **-* *층 ,,,,,219734.772417415,454228.115427421,동물관련영업,0.0,000
남양주시,루시드펫,20220124,,4,말소,20220701.0,,0.0,12190.0,"경기도 남양주시 화도읍 경춘로 ****, 가동 ***호",경기도 남양주시 화도읍 월산리 ***-* ,,,,,229458.265620066,461428.080002987,동물관련영업,0.0,000
남양주시,지켜줄개,20181002,,4,말소,20220701.0,031-528-7373,0.0,12111.0,"경기도 남양주시 별내중앙로 **, ****동 *-*호 (별내동, 동익미라벨)",경기도 남양주시 별내동 **** 동익미라벨 ,,,,,210693.015550078,460817.536658798,동물관련영업,0.0,000
남양주시,루시드펫,20220302,,4,말소,20220701.0,,0.0,12190.0,"경기도 남양주시 화도읍 경춘로 ****, ***, ***호",경기도 남양주시 화도읍 월산리 ***-* ,,,,,229458.265620066,461428.080002987,동물관련영업,0.0,000
남양주시,이쁘개 해줄개,20181001,,4,말소,20220701.0,031-527-5027,0.0,12036.0,"경기도 남양주시 오남읍 양지로***번길 **-*, 상록빌딩 *층 ***호",경기도 남양주시 오남읍 양지리 ***-* ,,,,,217223.051375346,466617.164405154,동물관련영업,0.0,000
남양주시,행복한 강아지,20180828,,4,말소,20220701.0,031-594-4977,0.0,12223.0,"경기도 남양주시 경춘로****번안길 **-**, *층 (평내동)",경기도 남양주시 평내동 ***-** ,,,,,220788.79,460555.55,동물관련영업,0.0,000
남양주시,파파퍼피 DOG하우스,20200512,,4,말소,20220701.0,,0.0,12100.0,경기도 남양주시 불암로**번길 * (별내동),경기도 남양주시 별내동 ***-* ,,,,,209574.369244784,460683.706391163,동물관련영업,0.0,000
남양주시,D-Style(디스타일),20190918,,4,말소,20220701.0,,0.0,12248.0,"경기도 남양주시 다산중앙로***번길 **, 제이타워 ***호 (다산동)",경기도 남양주시 다산동 **** ,,,,,,,동물관련영업,0.0,000
남양주시,베이지 앤 브라운,20191030,,4,말소,20220701.0,,0.0,12105.0,"경기도 남양주시 두물로**번길 **, ***호 (별내동)",경기도 남양주시 별내동 ***-* ***호,,,,,211284.955423818,461867.576882151,동물관련영업,0.0,000
남양주시,386392 PETShop,20210118,,4,말소,20220701.0,,0.0,12284.0,"경기도 남양주시 다산지금로***번길 *-**, 다산지금지구 F*-*-* ***호호 (다산동)",경기도 남양주시 다산동 ****-* 다산지금지구 F*-*-* ,,,,,,,동물관련영업,0.0,000
남양주시,멍멍나래 애견미용,20180629,,4,말소,20220701.0,,0.0,12006.0,경기도 남양주시 진접읍 장현로 ***,경기도 남양주시 진접읍 장현리 ***-** ,,,,,216264.725746968,468699.762870887,동물관련영업,0.0,000
남양주시,사랑으로 동물병원,20181004,,4,말소,20220701.0,031-528-7562,0.0,12048.0,"경기도 남양주시 오남읍 양지로 *, 대박빌딩 *층",경기도 남양주시 오남읍 오남리 *** ,,,,,218264.464685185,464158.922270796,동물관련영업,0.0,000
남양주시,멍멍 굿독,20170801,,4,말소,20220701.0,,0.0,12243.0,경기도 남양주시 경춘로 *** (일패동),경기도 남양주시 일패동 ,,,,,216115.0,457513.0,동물관련영업,0.0,000
남양주시,포그니독,20200629,,4,말소,20220701.0,,0.0,12285.0,"경기도 남양주시 다산중앙로***번길 **-**, 다산메트로타워 *층 ***호 (다산동)",경기도 남양주시 다산동 ****-* ,,,,,,,동물관련영업,0.0,000
남양주시,고양이 팔경 캣스쿨,20150414,,4,말소,20220701.0,031-511-1717,0.0,12183.0,"경기도 남양주시 화도읍 창현로 *-*, *층",경기도 남양주시 화도읍 창현리 ***-* *층 ,,,,,227001.48383107,460782.282203617,동물관련영업,0.0,000
남양주시,달링하이,20211109,,4,말소,20220701.0,,0.0,12284.0,"경기도 남양주시 다산지금로***번길 *-**, (다산지금지구 F*-*-*) *층 *호 (다산동)",경기도 남양주시 다산동 ****-* (다산지금지구 F*-*-*) ,,,,,,,동물관련영업,0.0,000
남양주시,카페플라잉독,20181211,,4,말소,20220701.0,,0.0,12059.0,"경기도 남양주시 진접읍 해밀예당*로***번길 **-**, *층",경기도 남양주시 진접읍 금곡리 ****-* ,,,,,217690.090214486,468547.896716031,동물관련영업,0.0,000
남양주시,챔피언애견,20140624,,4,말소,20220701.0,031-595-0862,0.0,12243.0,경기도 남양주시 경춘로 *** (일패동),경기도 남양주시 일패동 ***-* ,,,,,215959.20982321,457342.164478412,동물관련영업,0.0,000
남양주시,팻토리,20170810,,4,말소,20220701.0,0315595222,0.0,12243.0,경기도 남양주시 경춘로 *** (일패동),경기도 남양주시 일패동 ***-** ,,,,,216110.043580182,457572.371599504,동물관련영업,0.0,000
남양주시,루시드펫,20220302,,4,말소,20220701.0,,0.0,12190.0,"경기도 남양주시 화도읍 경춘로 ****, ***호",경기도 남양주시 화도읍 월산리 ***-* ,,,,,229458.265620066,461428.080002987,동물관련영업,0.0,000
남양주시,그네 애견카페,20201218,,4,말소,20220701.0,0315591223,0.0,12197.0,경기도 남양주시 화도읍 수레로****번길 **-*,경기도 남양주시 화도읍 차산리 ***-* ,,,,,226830.306688881,459068.966182203,동물관련영업,0.0,000
남양주시,몽스파,20181114,,4,말소,20220701.0,031-591-3355,0.0,12141.0,"경기도 남양주시 천마산로 **, ***, ***호 (호평동)","경기도 남양주시 호평동 ***-* ***, ***호 ",,,,,221685.251153753,462506.67343248,동물관련영업,0.0,L00
남양주시,함께할개,20170517,,4,말소,20220701.0,,0.0,12255.0,"경기도 남양주시 도농로중촌*길 *, *층 (다산동)",경기도 남양주시 다산동 ****-* *층 ,,,,,213661.594569976,456195.076175557,동물관련영업,0.0,000
남양주시,워프펫,20200909,,4,말소,20220701.0,,0.0,12222.0,"경기도 남양주시 경춘로****번길 **, CH리베로* *층 ***호 (평내동)",경기도 남양주시 평내동 ***-* CH리베로* ***호,,,,,220798.587618379,460341.286839371,동물관련영업,0.0,000
